deviceId,timestamp,data,value,change
22229D7,2021-02-11 15:47:09,CH1,11,-8
22229D7,2021-02-11 15:47:09,CH2,8,-6
22229D7,2021-02-11 15:47:09,CH3,37,2
22229D7,2021-02-11 15:47:09,CH4,43,-14
22229D7,2021-02-11 15:47:09,CH5,60,-13
22229D7,2021-02-11 15:47:09,CH6,37,3
22229D9,2021-02-11 15:47:12,CH1,1,1
22229D9,2021-02-11 15:47:12,CH2,11,11
22229D9,2021-02-11 15:47:12,CH3,7,7
22229D9,2021-02-11 15:47:12,CH4,15,15
22229D9,2021-02-11 15:47:12,CH5,50,50
22229D9,2021-02-11 15:47:12,CH6,4,4
22229D7,2021-02-11 15:47:21,CH1,12,1
22229D7,2021-02-11 15:47:21,CH2,14,6
22229D7,2021-02-11 15:47:21,CH3,4,-33
22229D7,2021-02-11 15:47:21,CH4,7,-36
22229D7,2021-02-11 15:47:21,CH5,4,-56
22229D7,2021-02-11 15:47:21,CH6,52,15
22229D9,2021-02-11 15:47:23,CH1,8,7
22229D9,2021-02-11 15:47:23,CH2,1,-10
22229D9,2021-02-11 15:47:23,CH3,36,29
22229D9,2021-02-11 15:47:23,CH4,10,-5
22229D9,2021-02-11 15:47:23,CH5,63,13
22229D9,2021-02-11 15:47:23,CH6,96,92
22229D9,2021-02-11 15:47:38,CH1,11,3
22229D9,2021-02-11 15:47:38,CH2,16,15
22229D9,2021-02-11 15:47:38,CH3,19,-17
22229D9,2021-02-11 15:47:38,CH4,8,-2
22229D9,2021-02-11 15:47:38,CH5,33,-30
22229D9,2021-02-11 15:47:38,CH6,21,-75
22229D7,2021-02-11 15:47:39,CH1,12,0
22229D7,2021-02-11 15:47:39,CH2,12,-2
22229D7,2021-02-11 15:47:39,CH3,26,22
22229D7,2021-02-11 15:47:39,CH4,45,38
22229D7,2021-02-11 15:47:39,CH5,5,1
22229D7,2021-02-11 15:47:39,CH6,79,27
22229D9,2021-02-11 15:48:24,CH1,4,-7
22229D9,2021-02-11 15:48:24,CH2,7,-9
22229D9,2021-02-11 15:48:24,CH3,8,-11
22229D9,2021-02-11 15:48:24,CH4,5,-3
22229D9,2021-02-11 15:48:24,CH5,68,35
22229D9,2021-02-11 15:48:24,CH6,91,70
22229D7,2021-02-11 15:49:28,CH1,4,-8
22229D7,2021-02-11 15:49:28,CH2,28,16
22229D7,2021-02-11 15:49:28,CH3,39,13
22229D7,2021-02-11 15:49:28,CH4,29,-16
22229D7,2021-02-11 15:49:28,CH5,78,73
22229D7,2021-02-11 15:49:28,CH6,65,-14
22229D9,2021-02-11 15:49:56,CH1,1,-3
22229D9,2021-02-11 15:49:56,CH2,15,8
22229D9,2021-02-11 15:49:56,CH3,30,22
22229D9,2021-02-11 15:49:56,CH4,11,6
22229D9,2021-02-11 15:49:56,CH5,75,7
22229D9,2021-02-11 15:49:56,CH6,45,-46
22229D7,2021-02-11 15:50:57,CH1,17,13
22229D7,2021-02-11 15:50:57,CH2,26,-2
22229D7,2021-02-11 15:50:57,CH3,13,-26
22229D7,2021-02-11 15:50:57,CH4,47,18
22229D7,2021-02-11 15:50:57,CH5,74,-4
22229D7,2021-02-11 15:50:57,CH6,88,23
22229D9,2021-02-11 15:51:06,CH1,19,18
22229D9,2021-02-11 15:51:06,CH2,14,-1
22229D9,2021-02-11 15:51:06,CH3,35,5
22229D9,2021-02-11 15:51:06,CH4,57,46
22229D9,2021-02-11 15:51:06,CH5,73,-2
22229D9,2021-02-11 15:51:06,CH6,34,-11
