deviceId,timestamp,data,value,change
22229D7,2021-02-03 15:56:43,ADC,17,8
22229D7,2021-02-03 15:56:43,CO2,12,4
22229D7,2021-02-03 15:56:43,Humidity,4,-62
22229D7,2021-02-03 15:56:43,Temperature,27,11
22229D7,2021-02-03 15:56:43,VOC,14,-2
22229D9,2021-02-03 15:56:44,ADC,4,4
22229D9,2021-02-03 15:56:44,CO2,2,2
22229D9,2021-02-03 15:56:44,Humidity,25,25
22229D9,2021-02-03 15:56:44,Temperature,96,96
22229D9,2021-02-03 15:56:44,VOC,54,54
22229D7,2021-02-03 16:01:42,ADC,4,-13
22229D7,2021-02-03 16:01:42,CO2,32,20
22229D7,2021-02-03 16:01:42,Humidity,62,58
22229D7,2021-02-03 16:01:42,Temperature,26,-1
22229D7,2021-02-03 16:01:42,VOC,12,-2
22229D9,2021-02-03 16:01:43,ADC,11,7
22229D9,2021-02-03 16:01:43,CO2,23,21
22229D9,2021-02-03 16:01:43,Humidity,76,51
22229D9,2021-02-03 16:01:43,Temperature,20,-76
22229D9,2021-02-03 16:01:43,VOC,39,-15
22229D7,2021-02-03 16:01:54,ADC,5,1
22229D7,2021-02-03 16:01:54,CO2,5,-27
22229D7,2021-02-03 16:01:54,Humidity,24,-38
22229D7,2021-02-03 16:01:54,Temperature,38,12
22229D7,2021-02-03 16:01:54,VOC,59,47
22229D7,2021-02-03 16:02:03,ADC,19,14
22229D7,2021-02-03 16:02:03,CO2,29,24
22229D7,2021-02-03 16:02:03,Humidity,5,-19
22229D7,2021-02-03 16:02:03,Temperature,57,19
22229D7,2021-02-03 16:02:03,VOC,38,-21
22229D9,2021-02-03 16:02:19,ADC,18,7
22229D9,2021-02-03 16:02:19,CO2,28,5
22229D9,2021-02-03 16:02:19,Humidity,78,2
22229D9,2021-02-03 16:02:19,Temperature,6,-14
22229D9,2021-02-03 16:02:19,VOC,34,-5
22229D7,2021-02-03 16:02:20,ADC,6,-13
22229D7,2021-02-03 16:02:20,CO2,13,-16
22229D7,2021-02-03 16:02:20,Humidity,74,69
22229D7,2021-02-03 16:02:20,Temperature,88,31
22229D7,2021-02-03 16:02:20,VOC,47,9
22229D7,2021-02-03 16:03:05,ADC,9,3
22229D7,2021-02-03 16:03:05,CO2,36,23
22229D7,2021-02-03 16:03:05,Humidity,5,-69
22229D7,2021-02-03 16:03:05,Temperature,7,-81
22229D7,2021-02-03 16:03:05,VOC,44,-3
22229D9,2021-02-03 16:03:14,ADC,1,-17
22229D9,2021-02-03 16:03:14,CO2,33,5
22229D9,2021-02-03 16:03:14,Humidity,19,-59
22229D9,2021-02-03 16:03:14,Temperature,52,46
22229D9,2021-02-03 16:03:14,VOC,54,20
22229D7,2021-02-03 16:08:48,ADC,6,-3
22229D7,2021-02-03 16:08:48,CO2,30,-6
22229D7,2021-02-03 16:08:48,Humidity,27,22
22229D7,2021-02-03 16:08:48,Temperature,13,6
22229D7,2021-02-03 16:08:48,VOC,11,-33
22229D9,2021-02-03 16:08:51,ADC,16,15
22229D9,2021-02-03 16:08:51,CO2,27,-6
22229D9,2021-02-03 16:08:51,Humidity,12,-7
22229D9,2021-02-03 16:08:51,Temperature,28,-24
22229D9,2021-02-03 16:08:51,VOC,34,-20
22229D9,2021-02-03 16:09:06,ADC,14,-2
22229D9,2021-02-03 16:09:06,CO2,19,-8
22229D9,2021-02-03 16:09:06,Humidity,53,41
22229D9,2021-02-03 16:09:06,Temperature,3,-25
22229D9,2021-02-03 16:09:06,VOC,49,15
22229D9,2021-02-03 16:10:27,ADC,11,-3
22229D9,2021-02-03 16:10:27,CO2,24,5
22229D9,2021-02-03 16:10:27,Humidity,6,-47
22229D9,2021-02-03 16:10:27,Temperature,77,74
22229D9,2021-02-03 16:10:27,VOC,53,4
22229D9,2021-02-03 16:15:05,ADC,14,3
22229D9,2021-02-03 16:15:05,CO2,7,-17
22229D9,2021-02-03 16:15:05,Humidity,0,-6
22229D9,2021-02-03 16:15:05,Temperature,8,-69
22229D9,2021-02-03 16:15:05,VOC,58,5
22229D7,2021-02-03 16:19:01,ADC,14,8
22229D7,2021-02-03 16:19:01,CO2,35,5
22229D7,2021-02-03 16:19:01,Humidity,9,-18
22229D7,2021-02-03 16:19:01,Temperature,14,1
22229D7,2021-02-03 16:19:01,VOC,24,13
22229D9,2021-02-03 16:19:09,ADC,18,4
22229D9,2021-02-03 16:19:09,CO2,28,21
22229D9,2021-02-03 16:19:09,Humidity,31,31
22229D9,2021-02-03 16:19:09,Temperature,71,63
22229D9,2021-02-03 16:19:09,VOC,24,-34
22229D7,2021-02-03 16:19:30,ADC,6,-8
22229D7,2021-02-03 16:19:30,CO2,3,-32
22229D7,2021-02-03 16:19:30,Humidity,4,-5
22229D7,2021-02-03 16:19:30,Temperature,32,18
22229D7,2021-02-03 16:19:30,VOC,34,10
22229D9,2021-02-03 16:19:30,ADC,1,-17
22229D9,2021-02-03 16:19:30,CO2,20,-8
22229D9,2021-02-03 16:19:30,Humidity,79,48
22229D9,2021-02-03 16:19:30,Temperature,38,-33
22229D9,2021-02-03 16:19:30,VOC,45,21
22229D7,2021-02-03 16:21:56,ADC,13,7
22229D7,2021-02-03 16:21:56,CO2,29,26
22229D7,2021-02-03 16:21:56,Humidity,28,24
22229D7,2021-02-03 16:21:56,Temperature,62,30
22229D7,2021-02-03 16:21:56,VOC,11,-23
22229D9,2021-02-03 16:21:59,ADC,9,8
22229D9,2021-02-03 16:21:59,CO2,8,-12
22229D9,2021-02-03 16:21:59,Humidity,66,-13
22229D9,2021-02-03 16:21:59,Temperature,16,-22
22229D9,2021-02-03 16:21:59,VOC,16,-29
