deviceId,timestamp,data,value,change
22229D9,2021-02-09 10:05:34,CH1,28.8,28.8
22229D9,2021-02-09 10:05:34,CH2,10.0,10.0
22229D9,2021-02-09 10:05:34,CH3,3600.0,3600.0
22229D9,2021-02-09 10:05:34,CH4,10000.0,10000.0
22229D9,2021-02-09 10:05:34,CH5,630000.0,630000.0
22229D9,2021-02-09 10:05:34,CH6,9600000.0,9600000.0
22229D7,2021-02-09 10:05:56,CH1,39.6,7.2
22229D7,2021-02-09 10:05:56,CH2,80.0,-180.0
22229D7,2021-02-09 10:05:56,CH3,3700.0,700.0
22229D7,2021-02-09 10:05:56,CH4,43000.0,-8000.0
22229D7,2021-02-09 10:05:56,CH5,600000.0,130000.0
22229D7,2021-02-09 10:05:56,CH6,3700000.0,900000.0
22229D9,2021-02-09 10:06:02,CH1,39.6,10.8
22229D9,2021-02-09 10:06:02,CH2,160.0,150.0
22229D9,2021-02-09 10:06:02,CH3,1900.0,-1700.0
22229D9,2021-02-09 10:06:02,CH4,8000.0,-2000.0
22229D9,2021-02-09 10:06:02,CH5,330000.0,-300000.0
22229D9,2021-02-09 10:06:02,CH6,2100000.0,-7500000.0
22229D7,2021-02-09 10:07:01,CH1,43.2,3.6
22229D7,2021-02-09 10:07:01,CH2,140.0,60.0
22229D7,2021-02-09 10:07:01,CH3,400.0,-3300.0
22229D7,2021-02-09 10:07:01,CH4,7000.0,-36000.0
22229D7,2021-02-09 10:07:01,CH5,40000.0,-560000.0
22229D7,2021-02-09 10:07:01,CH6,5200000.0,1500000.0
22229D9,2021-02-09 10:07:19,CH1,14.4,-25.2
22229D9,2021-02-09 10:07:19,CH2,70.0,-90.0
22229D9,2021-02-09 10:07:19,CH3,800.0,-1100.0
22229D9,2021-02-09 10:07:19,CH4,5000.0,-3000.0
22229D9,2021-02-09 10:07:19,CH5,680000.0,350000.0
22229D9,2021-02-09 10:07:19,CH6,9100000.0,7000000.0
22229D7,2021-02-09 10:07:30,CH1,43.2,0.0
22229D7,2021-02-09 10:07:30,CH2,120.0,-20.0
22229D7,2021-02-09 10:07:30,CH3,2600.0,2200.0
22229D7,2021-02-09 10:07:30,CH4,45000.0,38000.0
22229D7,2021-02-09 10:07:30,CH5,50000.0,10000.0
22229D7,2021-02-09 10:07:30,CH6,7900000.0,2700000.0
22229D9,2021-02-09 10:07:32,CH1,3.6,-10.8
22229D9,2021-02-09 10:07:32,CH2,150.0,80.0
22229D9,2021-02-09 10:07:32,CH3,3000.0,2200.0
22229D9,2021-02-09 10:07:32,CH4,11000.0,6000.0
22229D9,2021-02-09 10:07:32,CH5,750000.0,70000.0
22229D9,2021-02-09 10:07:32,CH6,4500000.0,-4600000.0
22229D7,2021-02-09 10:07:48,CH1,14.4,-28.8
22229D7,2021-02-09 10:07:48,CH2,280.0,160.0
22229D7,2021-02-09 10:07:48,CH3,3900.0,1300.0
22229D7,2021-02-09 10:07:48,CH4,29000.0,-16000.0
22229D7,2021-02-09 10:07:48,CH5,780000.0,730000.0
22229D7,2021-02-09 10:07:48,CH6,6500000.0,-1400000.0
22229D9,2021-02-09 10:07:49,CH1,68.4,64.8
22229D9,2021-02-09 10:07:49,CH2,140.0,-10.0
22229D9,2021-02-09 10:07:49,CH3,3500.0,500.0
22229D9,2021-02-09 10:07:49,CH4,57000.0,46000.0
22229D9,2021-02-09 10:07:49,CH5,730000.0,-20000.0
22229D9,2021-02-09 10:07:49,CH6,3400000.0,-1100000.0
22229D9,2021-02-09 10:08:01,CH1,68.4,0.0
22229D9,2021-02-09 10:08:01,CH2,80.0,-60.0
22229D9,2021-02-09 10:08:01,CH3,600.0,-2900.0
22229D9,2021-02-09 10:08:01,CH4,30000.0,-27000.0
22229D9,2021-02-09 10:08:01,CH5,640000.0,-90000.0
22229D9,2021-02-09 10:08:01,CH6,7500000.0,4100000.0
22229D7,2021-02-09 10:08:12,CH1,61.2,46.800000000000004
22229D7,2021-02-09 10:08:12,CH2,260.0,-20.0
22229D7,2021-02-09 10:08:12,CH3,1300.0,-2600.0
22229D7,2021-02-09 10:08:12,CH4,47000.0,18000.0
22229D7,2021-02-09 10:08:12,CH5,740000.0,-40000.0
22229D7,2021-02-09 10:08:12,CH6,8800000.0,2300000.0
22229D9,2021-02-09 10:08:27,CH1,50.4,-18.0
22229D9,2021-02-09 10:08:27,CH2,180.0,100.0
22229D9,2021-02-09 10:08:27,CH3,2600.0,2000.0
22229D9,2021-02-09 10:08:27,CH4,11000.0,-19000.0
22229D9,2021-02-09 10:08:27,CH5,340000.0,-300000.0
22229D9,2021-02-09 10:08:27,CH6,5600000.0,-1900000.0
22229D7,2021-02-09 10:08:29,CH1,32.4,-28.8
22229D7,2021-02-09 10:08:29,CH2,60.0,-200.0
22229D7,2021-02-09 10:08:29,CH3,400.0,-900.0
22229D7,2021-02-09 10:08:29,CH4,25000.0,-22000.0
22229D7,2021-02-09 10:08:29,CH5,270000.0,-470000.0
22229D7,2021-02-09 10:08:29,CH6,6600000.0,-2200000.0
22229D7,2021-02-09 10:08:55,CH1,36.0,3.6
22229D7,2021-02-09 10:08:55,CH2,110.0,50.0
22229D7,2021-02-09 10:08:55,CH3,2700.0,2300.0
22229D7,2021-02-09 10:08:55,CH4,53000.0,28000.0
22229D7,2021-02-09 10:08:55,CH5,340000.0,70000.0
22229D7,2021-02-09 10:08:55,CH6,3500000.0,-3100000.0
22229D9,2021-02-09 10:08:57,CH1,14.4,-36.0
22229D9,2021-02-09 10:08:57,CH2,130.0,-50.0
22229D9,2021-02-09 10:08:57,CH3,1000.0,-1600.0
22229D9,2021-02-09 10:08:57,CH4,3000.0,-8000.0
22229D9,2021-02-09 10:08:57,CH5,560000.0,220000.0
22229D9,2021-02-09 10:08:57,CH6,2400000.0,-3200000.0
22229D7,2021-02-09 10:09:11,CH1,14.4,-21.6
22229D7,2021-02-09 10:09:11,CH2,90.0,-20.0
22229D7,2021-02-09 10:09:11,CH3,3400.0,700.0
22229D7,2021-02-09 10:09:11,CH4,46000.0,-7000.0
22229D7,2021-02-09 10:09:11,CH5,430000.0,90000.0
22229D7,2021-02-09 10:09:11,CH6,9400000.0,5900000.0
22229D9,2021-02-09 10:09:16,CH1,54.0,39.6
22229D9,2021-02-09 10:09:16,CH2,90.0,-40.0
22229D9,2021-02-09 10:09:16,CH3,3400.0,2400.0
22229D9,2021-02-09 10:09:16,CH4,56000.0,53000.0
22229D9,2021-02-09 10:09:16,CH5,710000.0,150000.0
22229D9,2021-02-09 10:09:16,CH6,3200000.0,800000.0
22229D9,2021-02-09 10:09:49,CH1,28.8,-25.2
22229D9,2021-02-09 10:09:49,CH2,120.0,30.0
22229D9,2021-02-09 10:09:49,CH3,1000.0,-2400.0
22229D9,2021-02-09 10:09:49,CH4,57000.0,1000.0
22229D9,2021-02-09 10:09:49,CH5,720000.0,10000.0
22229D9,2021-02-09 10:09:49,CH6,4300000.0,1100000.0
22229D7,2021-02-09 10:09:50,CH1,14.4,0.0
22229D7,2021-02-09 10:09:50,CH2,20.0,-70.0
22229D7,2021-02-09 10:09:50,CH3,1300.0,-2100.0
22229D7,2021-02-09 10:09:50,CH4,29000.0,-17000.0
22229D7,2021-02-09 10:09:50,CH5,710000.0,280000.0
22229D7,2021-02-09 10:09:50,CH6,2800000.0,-6600000.0
22229D7,2021-02-09 10:12:34,CH1,7.2,-7.2
22229D7,2021-02-09 10:12:34,CH2,210.0,190.0
22229D7,2021-02-09 10:12:34,CH3,3500.0,2200.0
22229D7,2021-02-09 10:12:34,CH4,33000.0,4000.0
22229D7,2021-02-09 10:12:34,CH5,500000.0,-210000.0
22229D7,2021-02-09 10:12:34,CH6,9300000.0,6500000.0
22229D9,2021-02-09 10:12:35,CH1,21.6,-7.2
22229D9,2021-02-09 10:12:35,CH2,270.0,150.0
22229D9,2021-02-09 10:12:35,CH3,500.0,-500.0
22229D9,2021-02-09 10:12:35,CH4,18000.0,-39000.0
22229D9,2021-02-09 10:12:35,CH5,460000.0,-260000.0
22229D9,2021-02-09 10:12:35,CH6,1900000.0,-2400000.0
22229D9,2021-02-09 10:20:12,CH1,57.6,36.0
22229D9,2021-02-09 10:20:12,CH2,100.0,-170.0
22229D9,2021-02-09 10:20:12,CH3,100.0,-400.0
22229D9,2021-02-09 10:20:12,CH4,40000.0,22000.0
22229D9,2021-02-09 10:20:12,CH5,670000.0,210000.0
22229D9,2021-02-09 10:20:12,CH6,5000000.0,3100000.0
22229D7,2021-02-09 10:20:26,CH1,18.0,10.8
22229D7,2021-02-09 10:20:26,CH2,10.0,-200.0
22229D7,2021-02-09 10:20:26,CH3,3200.0,-300.0
22229D7,2021-02-09 10:20:26,CH4,30000.0,-3000.0
22229D7,2021-02-09 10:20:26,CH5,210000.0,-290000.0
22229D7,2021-02-09 10:20:26,CH6,9400000.0,100000.0
22229D7,2021-02-09 10:36:55,CH1,0.0,-18.0
22229D7,2021-02-09 10:36:55,CH2,160.0,150.0
22229D7,2021-02-09 10:36:55,CH3,2900.0,-300.0
22229D7,2021-02-09 10:36:55,CH4,39000.0,9000.0
22229D7,2021-02-09 10:36:55,CH5,320000.0,110000.0
22229D7,2021-02-09 10:36:55,CH6,300000.0,-9100000.0
22229D9,2021-02-09 10:36:55,CH1,50.4,-7.2
22229D9,2021-02-09 10:36:55,CH2,240.0,140.0
22229D9,2021-02-09 10:36:55,CH3,2600.0,2500.0
22229D9,2021-02-09 10:36:55,CH4,0.0,-40000.0
22229D9,2021-02-09 10:36:55,CH5,70000.0,-600000.0
22229D9,2021-02-09 10:36:55,CH6,5800000.0,800000.0
22229D9,2021-02-09 10:41:36,CH1,7.2,-43.2
22229D9,2021-02-09 10:41:36,CH2,220.0,-20.0
22229D9,2021-02-09 10:41:36,CH3,2500.0,-100.0
22229D9,2021-02-09 10:41:36,CH4,32000.0,32000.0
22229D9,2021-02-09 10:41:36,CH5,790000.0,720000.0
22229D9,2021-02-09 10:41:36,CH6,8800000.0,3000000.0
